Year,ICD_10,Sex,Race,Age_Group,Deaths,Population,Crude Rate,CI_Lower_95,CI_Upper_95,is_recent_release
1999,C22,,,,27826.0,837120504.0,4.99,,,0
1999,C22,,2106-3,,22720.0,686063370.0,4.97,,,0
1999,C22,M,,,16822.0,410408619.0,6.15,,,0
1999,C22,F,,,11004.0,426711885.0,3.87,,,0
1999,C22,,,75-84,7926.0,36674742.0,32.42,,,0
1999,C22,,,65-74,7748.0,55256727.0,21.03,,,0
1999,C22,,,55-64,4526.0,71334078.0,9.52,,,0
1999,C22,,2054-5,,3224.0,108519363.0,4.46,,,0
1999,C22,,,85+,3198.0,12462054.0,38.49,,,0
1999,C22,,,45-54,3144.0,109733457.0,4.3,,,0
1999,K76,,,,2793.0,279040168.0,1,,,0
1999,K76,,2106-3,,2319.0,228687790.0,1.01,,,0
1999,C22,,A-PI,,1714.0,34039488.0,7.55,,,0
1999,K76,M,,,1693.0,136802873.0,1.24,,,0
1999,K76,F,,,1100.0,142237295.0,0.77,,,0
1999,C22,,,35-44,942.0,135230031.0,1.04,,,0
1999,K76,,,45-54,637.0,36577819.0,1.74,,,0
1999,K76,,,65-74,560.0,18418909.0,3.04,,,0
1999,K76,,,55-64,549.0,23778026.0,2.31,,,0
1999,K75,,,,496.0,279040168.0,0.18,,,0
1999,K75,,2106-3,,401.0,228687790.0,0.18,,,0
1999,K76,,2054-5,,401.0,36173121.0,1.11,,,0
1999,K76,,,75-84,388.0,12224914.0,3.17,,,0
1999,K76,,,35-44,343.0,45076677.0,0.76,,,0
1999,K75,M,,,249.0,136802873.0,0.18,,,0
1999,K75,F,,,247.0,142237295.0,0.17,,,0
1999,K76,,,85+,182.0,4154018.0,4.38,,,0
1999,C22,,1002-5,,160.0,8498283.0,2.97,,,0
1999,C22,,,25-34,157.0,120535218.0,0.2,,,0
1999,K75,,,65-74,113.0,18418909.0,0.61,,,0
1999,K75,,,75-84,111.0,12224914.0,0.91,,,0
1999,C22,,,15-24,87.0,116028093.0,0.11,,,0
1999,K75,,,45-54,83.0,36577819.0,0.23,,,0
1999,K76,,,25-34,72.0,40178406.0,0.18,,,0
1999,K75,,2054-5,,69.0,36173121.0,0.19,,,0
1999,K75,,,85+,64.0,4154018.0,1.54,,,0
1999,C22,,,4-Jan,58.0,30679564.0,0.19,,,0
1999,K75,,,55-64,58.0,23778026.0,0.24,,,0
1999,K75,,,35-44,45.0,45076677.0,0.1,,,0
1999,K76,,1002-5,,39.0,2832761.0,1.38,,,0
1999,K76,,A-PI,,34.0,11346496.0,0.30,,,0
1999,K76,,,1,25.0,3795762.0,0.66,,,0
1999,C22,,,14-May,22.0,81639648.0,Unreliable,,,0
1999,K75,,A-PI,,22.0,11346496.0,0.19,,,0
1999,K76,,,15-24,19.0,38676031.0,Unreliable,,,0
1999,K75,,,25-34,10.0,40178406.0,Unreliable,,,0
1999,C22,,,1,0.0,7591524.0,Suppressed,,,0
1999,K75,,,1,0.0,3795762.0,Suppressed,,,0
1999,K75,,,14-May,0.0,40819824.0,Suppressed,,,0
1999,K75,,,15-24,0.0,38676031.0,Suppressed,,,0
1999,K75,,1002-5,,0.0,2832761.0,Suppressed,,,0
1999,K76,,,14-May,0.0,40819824.0,Suppressed,,,0
1999,K76,,,4-Jan,0.0,15339782.0,Suppressed,,,0
1999,K76,,,NS,0.0,0.0,Not Applicable,,,0
2000,C22,,,,29266.0,844265718.0,5.2,,,0
2000,C22,,2106-3,,23752.0,690257286.0,5.16,,,0
2000,C22,M,,,17968.0,414160689.0,6.51,,,0
2000,C22,F,,,11298.0,430105029.0,3.94,,,0
2000,C22,,,75-84,8318.0,37083540.0,33.65,,,0
2000,C22,,,65-74,7754.0,55172958.0,21.08,,,0
2000,C22,,,55-64,4896.0,72824052.0,10.08,,,0
2000,C22,,,45-54,3550.0,113033856.0,4.71,,,0
2000,C22,,,85+,3496.0,12718761.0,41.23,,,0
2000,C22,,2054-5,,3396.0,109782927.0,4.64,,,0
2000,K76,,,,2992.0,281421906.0,1.06,,,0
2000,K76,,2106-3,,2474.0,230085762.0,1.08,,,0
2000,C22,,A-PI,,1908.0,35273055.0,8.11,,,0
2000,K76,M,,,1791.0,138053563.0,1.3,,,0
2000,K76,F,,,1201.0,143368343.0,0.84,,,0
2000,C22,,,35-44,920.0,135445581.0,1.02,,,0
2000,K76,,,45-54,735.0,37677952.0,1.95,,,0
2000,K76,,,55-64,586.0,24274684.0,2.41,,,0
2000,K76,,,65-74,579.0,18390986.0,3.15,,,0
2000,K75,,,,530.0,281421906.0,0.19,,,0
2000,K76,,2054-5,,428.0,36594309.0,1.17,,,0
2000,K76,,,75-84,426.0,12361180.0,3.45,,,0
2000,K75,,2106-3,,420.0,230085762.0,0.18,,,0
2000,K76,,,35-44,345.0,45148527.0,0.76,,,0
2000,K75,F,,,270.0,143368343.0,0.19,,,0
2000,K75,M,,,260.0,138053563.0,0.19,,,0
2000,C22,,1002-5,,203.0,8952450.0,3.52,,,0
2000,K76,,,85+,191.0,4239587.0,4.51,,,0
2000,C22,,,25-34,177.0,119675172.0,0.23,,,0
2000,K75,,,75-84,120.0,12361180.0,0.97,,,0
2000,K75,,,65-74,102.0,18390986.0,0.55,,,0
2000,K75,,,45-54,97.0,37677952.0,0.26,,,0
2000,K75,,2054-5,,91.0,36594309.0,0.25,,,0
2000,K75,,,55-64,72.0,24274684.0,0.3,,,0
2000,K75,,,85+,69.0,4239587.0,1.63,,,0
2000,K76,,,25-34,61.0,39891724.0,0.15,,,0
2000,C22,,,15-24,60.0,78367782.0,0.08,,,0
2000,K75,,,35-44,49.0,45148527.0,0.11,,,0
2000,K76,,A-PI,,49.0,11757685.0,0.42,,,0
2000,C22,,,4-Jan,46.0,30740300.0,0.15,,,0
2000,K76,,1002-5,,41.0,2984150.0,1.37,,,0
2000,C22,,,14-May,40.0,82155154.0,0.05,,,0
2000,K76,,,1,32.0,3805648.0,0.84,,,0
2000,K76,,,15-24,17.0,39183891.0,Unreliable,,,0
2000,K75,,A-PI,,13.0,11757685.0,Unreliable,,,0
2000,K75,,,25-34,11.0,39891724.0,Unreliable,,,0
2000,K76,,,14-May,10.0,41077577.0,Unreliable,,,0
2000,C22,,,1,0.0,7611296.0,Suppressed,,,0
2000,K75,,,1,0.0,3805648.0,Suppressed,,,0
2000,K75,,,14-May,0.0,41077577.0,Suppressed,,,0
2000,K75,,,15-24,0.0,39183891.0,Suppressed,,,0
2000,K75,,,4-Jan,0.0,15370150.0,Suppressed,,,0
2000,K75,,1002-5,,0.0,2984150.0,Suppressed,,,0
2000,K76,,,4-Jan,0.0,15370150.0,Suppressed,,,0
2000,K76,,,NS,0.0,0.0,Not Applicable,,,0
2001,C22,,,,29962.0,854906865.0,5.26,,,0
2001,C22,,2106-3,,24298.0,696577998.0,5.23,,,0
2001,C22,M,,,18496.0,419674476.0,6.61,,,0
2001,C22,F,,,11466.0,435232389.0,3.95,,,0
2001,C22,,,75-84,8422.0,37780854.0,33.44,,,0
2001,C22,,,65-74,7618.0,55152537.0,20.72,,,0
2001,C22,,,55-64,5066.0,75315885.0,10.09,,,0
2001,C22,,,45-54,3946.0,118158804.0,5.01,,,0
2001,C22,,,85+,3762.0,12937482.0,43.62,,,0
2001,C22,,2054-5,,3578.0,111749325.0,4.8,,,0
2001,K76,,,,3255.0,284968955.0,1.14,,,0
2001,K76,,2106-3,,2689.0,232192666.0,1.16,,,0
2001,K76,M,,,1945.0,139891492.0,1.39,,,0
2001,C22,,A-PI,,1846.0,37287543.0,7.43,,,0
2001,K76,F,,,1310.0,145077463.0,0.9,,,0
2001,C22,,,35-44,854.0,135155256.0,0.95,,,0
2001,K76,,,45-54,813.0,39386268.0,2.06,,,0
2001,K76,,,55-64,671.0,25105295.0,2.67,,,0
2001,K75,,,,601.0,284968955.0,0.21,,,0
2001,K76,,,65-74,589.0,18384179.0,3.2,,,0
2001,K75,,2106-3,,504.0,232192666.0,0.22,,,0
2001,K76,,,75-84,486.0,12593618.0,3.86,,,0
2001,K76,,2054-5,,452.0,37249775.0,1.21,,,0
2001,K76,,,35-44,367.0,45051752.0,0.81,,,0
2001,K75,M,,,322.0,139891492.0,0.23,,,0
2001,K75,F,,,279.0,145077463.0,0.19,,,0
2001,C22,,1002-5,,240.0,9291999.0,3.87,,,0
2001,K76,,,85+,194.0,4312494.0,4.5,,,0
2001,C22,,,25-34,154.0,118414566.0,0.2,,,0
2001,K75,,,75-84,146.0,12593618.0,1.16,,,0
2001,K75,,,45-54,115.0,39386268.0,0.29,,,0
2001,K75,,,65-74,114.0,18384179.0,0.62,,,0
2001,K75,,,55-64,85.0,25105295.0,0.34,,,0
2001,K75,,2054-5,,76.0,37249775.0,0.2,,,0
2001,K75,,,85+,73.0,4312494.0,1.69,,,0
2001,K76,,,25-34,65.0,39471522.0,0.16,,,0
2001,C22,,,15-24,58.0,80427140.0,0.07,,,0
2001,K76,,1002-5,,58.0,3097333.0,1.87,,,0
2001,K76,,A-PI,,56.0,12429181.0,0.45,,,0
2001,K75,,,35-44,47.0,45051752.0,0.1,,,0
2001,C22,,,4-Jan,36.0,30571118.0,Unreliable,,,0
2001,C22,,,14-May,31.0,123456120.0,Unreliable,,,0
2001,K76,,,1,29.0,4012658.0,0.72,,,0
2001,K76,,,15-24,22.0,40213570.0,0.05,,,0
2001,K75,,A-PI,,15.0,12429181.0,Unreliable,,,0
2001,K76,,,14-May,11.0,41152040.0,Unreliable,,,0
2001,C22,,,1,0.0,8025316.0,Suppressed,,,0
2001,K75,,,1,0.0,4012658.0,Suppressed,,,0
2001,K75,,,14-May,0.0,41152040.0,Suppressed,,,0
2001,K75,,,15-24,0.0,40213570.0,Suppressed,,,0
2001,K75,,,25-34,0.0,39471522.0,Suppressed,,,0
2001,K75,,,4-Jan,0.0,15285559.0,Suppressed,,,0
2001,K75,,1002-5,,0.0,3097333.0,Suppressed,,,0
2001,K76,,,4-Jan,0.0,15285559.0,Suppressed,,,0
2001,K76,,,NS,0.0,0.0,Not Applicable,,,0
2002,C22,,,,31096.0,862875579.0,5.41,,,0
2002,C22,,2106-3,,25192.0,701161605.0,5.39,,,0
2002,C22,M,,,19474.0,423691677.0,6.89,,,0
2002,C22,F,,,11622.0,439183902.0,3.97,,,0
2002,C22,,,75-84,8548.0,38294592.0,33.48,,,0
2002,C22,,,65-74,7846.0,55165605.0,21.33,,,0
2002,C22,,,55-64,5430.0,80109996.0,10.17,,,0
2002,C22,,,45-54,4124.0,119976582.0,5.16,,,0
2002,C22,,,85+,3906.0,13106424.0,44.7,,,0
2002,K76,,,,3713.0,287625193.0,1.29,,,0
2002,C22,,2054-5,,3684.0,113245272.0,4.88,,,0
2002,K76,,2106-3,,3101.0,233720535.0,1.33,,,0
2002,K76,M,,,2338.0,141230559.0,1.66,,,0
2002,C22,,A-PI,,2024.0,38861289.0,7.81,,,0
2002,K76,F,,,1375.0,146394634.0,0.94,,,0
2002,K76,,,45-54,1002.0,39992194.0,2.51,,,0
2002,C22,,,35-44,872.0,133921947.0,0.98,,,0
2002,K76,,,55-64,777.0,26703332.0,2.91,,,0
2002,K76,,,65-74,659.0,18388535.0,3.58,,,0
2002,K75,,,,596.0,287625193.0,0.21,,,0
2002,K75,,2106-3,,497.0,233720535.0,0.21,,,0
2002,K76,,,75-84,495.0,12764864.0,3.88,,,0
2002,K76,,2054-5,,480.0,37748424.0,1.27,,,0
2002,K76,,,35-44,423.0,44640649.0,0.95,,,0
2002,K75,M,,,328.0,141230559.0,0.23,,,0
2002,K75,F,,,268.0,146394634.0,0.18,,,0
2002,K76,,,85+,216.0,4368808.0,4.94,,,0
2002,C22,,,25-34,213.0,118048938.0,0.27,,,0
2002,C22,,1002-5,,192.0,9607413.0,3.06,,,0
2002,K75,,,45-54,131.0,39992194.0,0.33,,,0
2002,K75,,,75-84,116.0,12764864.0,0.91,,,0
2002,K75,,,65-74,97.0,18388535.0,0.53,,,0
2002,K75,,,55-64,89.0,26703332.0,0.33,,,0
2002,K75,,2054-5,,83.0,37748424.0,0.22,,,0
2002,K76,,,25-34,81.0,39349646.0,0.21,,,0
2002,K75,,,85+,79.0,4368808.0,1.81,,,0
2002,K76,,1002-5,,73.0,3202471.0,2.28,,,0
2002,K75,,,35-44,60.0,44640649.0,0.13,,,0
2002,K76,,A-PI,,59.0,12953763.0,0.46,,,0
2002,C22,,,4-Jan,56.0,30955462.0,0.18,,,0
2002,C22,,,15-24,54.0,81708270.0,0.07,,,0
2002,C22,,,14-May,37.0,123401514.0,Unreliable,,,0
2002,K76,,,1,32.0,3951461.0,0.81,,,0
2002,K75,,,25-34,16.0,39349646.0,Unreliable,,,0
2002,K75,,A-PI,,13.0,12953763.0,Unreliable,,,0
2002,K76,,,15-24,11.0,40854135.0,Unreliable,,,0
2002,C22,,,1,0.0,7902922.0,Suppressed,,,0
2002,K75,,,1,0.0,3951461.0,Suppressed,,,0
2002,K75,,,14-May,0.0,41133838.0,Suppressed,,,0
2002,K75,,,15-24,0.0,40854135.0,Suppressed,,,0
2002,K75,,1002-5,,0.0,3202471.0,Suppressed,,,0
2002,K76,,,14-May,0.0,41133838.0,Suppressed,,,0
2002,K76,,,4-Jan,0.0,15477731.0,Suppressed,,,0
2003,C22,,,,32394.0,870323799.0,5.58,,,0
2003,C22,,2106-3,,25958.0,705375216.0,5.52,,,0
2003,C22,M,,,20382.0,427286691.0,7.16,,,0
2003,C22,F,,,12012.0,443037108.0,4.07,,,0
2003,C22,,,75-84,8954.0,38689314.0,34.72,,,0
2003,C22,,,65-74,7896.0,55502745.0,21.34,,,0
2003,C22,,,55-64,5908.0,84026835.0,10.55,,,0
2003,C22,,,45-54,4618.0,122459862.0,5.66,,,0
2003,K76,,,,4010.0,290107933.0,1.38,,,0
2003,C22,,2054-5,,3970.0,114629223.0,5.2,,,0
2003,C22,,,85+,3844.0,13398528.0,43.03,,,0
2003,K76,,2106-3,,3364.0,235125072.0,1.43,,,0
2003,K76,M,,,2433.0,142428897.0,1.71,,,0
2003,C22,,A-PI,,2246.0,40383327.0,8.34,,,0
2003,K76,F,,,1577.0,147679036.0,1.07,,,0
2003,K76,,,45-54,1059.0,40819954.0,2.59,,,0
2003,K76,,,55-64,902.0,28008945.0,3.22,,,0
2003,K75,,,,872.0,290107933.0,0.3,,,0
2003,C22,,,35-44,828.0,132462618.0,0.94,,,0
2003,K76,,,65-74,714.0,18500915.0,3.86,,,0
2003,K75,,2106-3,,687.0,235125072.0,0.29,,,0
2003,K75,F,,,530.0,147679036.0,0.36,,,0
2003,K76,,,75-84,523.0,12896438.0,4.06,,,0
2003,K76,,2054-5,,509.0,38209741.0,1.33,,,0
2003,K76,,,35-44,421.0,44154206.0,0.95,,,0
2003,K75,M,,,342.0,142428897.0,0.24,,,0
2003,K76,,,85+,236.0,4466176.0,5.28,,,0
2003,C22,,1002-5,,215.0,9936033.0,3.32,,,0
2003,K75,,,65-74,190.0,18500915.0,1.03,,,0
2003,C22,,,25-34,181.0,117731385.0,0.23,,,0
2003,K75,,,75-84,176.0,12896438.0,1.36,,,0
2003,K75,,,45-54,170.0,40819954.0,0.42,,,0
2003,K75,,,55-64,163.0,28008945.0,0.58,,,0
2003,K75,,2054-5,,137.0,38209741.0,0.36,,,0
2003,K76,,,25-34,91.0,39243795.0,0.23,,,0
2003,K75,,,85+,77.0,4466176.0,1.72,,,0
2003,K76,,1002-5,,77.0,3312011.0,2.32,,,0
2003,C22,,,15-24,74.0,124166562.0,0.09,,,0
2003,K76,,A-PI,,60.0,13461109.0,0.45,,,0
2003,K75,,,35-44,57.0,44154206.0,0.13,,,0
2003,C22,,,4-Jan,46.0,31233150.0,0.15,,,0
2003,K75,,A-PI,,39.0,13461109.0,0.29,,,0
2003,C22,,,14-May,28.0,82072408.0,Unreliable,,,0
2003,K76,,,1,25.0,3975871.0,0.63,,,0
2003,K75,,,25-34,22.0,39243795.0,0.06,,,0
2003,K76,,,15-24,18.0,41388854.0,Unreliable,,,0
2003,K76,,,4-Jan,16.0,15616575.0,Unreliable,,,0
2003,K75,,,15-24,14.0,41388854.0,Unreliable,,,0
2003,C22,,,1,0.0,7951742.0,Suppressed,,,0
2003,K75,,,1,0.0,3975871.0,Suppressed,,,0
2003,K75,,,4-Jan,0.0,15616575.0,Suppressed,,,0
2003,K75,,1002-5,,0.0,3312011.0,Suppressed,,,0
2003,K76,,,14-May,0.0,41036204.0,Suppressed,,,0
2003,K76,,,NS,0.0,0.0,Not Applicable,,,0
2004,C22,,,,33564.0,878415894.0,5.73,,,0
2004,C22,,2106-3,,26858.0,710010102.0,5.67,,,0
2004,C22,M,,,21044.0,431484036.0,7.32,,,0
2004,C22,F,,,12520.0,446931858.0,4.2,,,0
2004,C22,,,75-84,9054.0,38969709.0,34.85,,,0
2004,C22,,,65-74,8052.0,56002599.0,21.57,,,0
2004,C22,,,55-64,6644.0,87915912.0,11.34,,,0
2004,C22,,,45-54,4836.0,124889790.0,5.81,,,0
2004,C22,,2054-5,,4204.0,116216394.0,5.43,,,0
2004,K76,,,,4200.0,292805298.0,1.43,,,0
2004,C22,,,85+,3842.0,13637649.0,42.26,,,0
2004,K76,,2106-3,,3494.0,236670034.0,1.48,,,0
2004,K76,M,,,2522.0,143828012.0,1.75,,,0
2004,C22,,A-PI,,2196.0,41901042.0,7.86,,,0
2004,K76,F,,,1678.0,148977286.0,1.13,,,0
2004,K76,,,45-54,1053.0,41629930.0,2.53,,,0
2004,K76,,,55-64,995.0,29305304.0,3.4,,,0
2004,K75,,,,906.0,292805298.0,0.31,,,0
2004,C22,,,35-44,800.0,131400825.0,0.91,,,0
2004,K76,,,65-74,760.0,18667533.0,4.07,,,0
2004,K75,,2106-3,,744.0,236670034.0,0.31,,,0
2004,K76,,,75-84,582.0,12989903.0,4.48,,,0
2004,K75,F,,,552.0,148977286.0,0.37,,,0
2004,K76,,2054-5,,546.0,38738798.0,1.41,,,0
2004,K76,,,35-44,427.0,43800275.0,0.97,,,0
2004,K75,M,,,354.0,143828012.0,0.25,,,0
2004,C22,,1002-5,,306.0,10288356.0,4.46,,,0
2004,K76,,,85+,226.0,4545883.0,4.97,,,0
2004,K75,,,75-84,205.0,12989903.0,1.58,,,0
2004,K75,,,65-74,193.0,18667533.0,1.03,,,0
2004,K75,,,55-64,179.0,29305304.0,0.61,,,0
2004,C22,,,25-34,169.0,117799668.0,0.22,,,0
2004,K75,,,45-54,150.0,41629930.0,0.36,,,0
2004,K75,,2054-5,,131.0,38738798.0,0.34,,,0
2004,C22,,,15-24,86.0,83896224.0,0.1,,,0
2004,K75,,,85+,86.0,4545883.0,1.89,,,0
2004,K76,,1002-5,,80.0,3429452.0,2.33,,,0
2004,K76,,A-PI,,80.0,13967014.0,0.57,,,0
2004,K76,,,25-34,78.0,39266556.0,0.2,,,0
2004,K75,,,35-44,53.0,43800275.0,0.12,,,0
2004,C22,,,4-Jan,44.0,31543254.0,0.14,,,0
2004,K76,,,1,38.0,4014258.0,0.95,,,0
2004,C22,,,14-May,33.0,122597751.0,Unreliable,,,0
2004,K76,,,15-24,25.0,41948112.0,0.06,,,0
2004,K75,,,25-34,23.0,39266556.0,0.06,,,0
2004,K75,,A-PI,,22.0,13967014.0,0.16,,,0
2004,K75,,,15-24,10.0,41948112.0,Unreliable,,,0
2004,C22,,,1,0.0,8028516.0,Suppressed,,,0
2004,K75,,,1,0.0,4014258.0,Suppressed,,,0
2004,K75,,,14-May,0.0,40865917.0,Suppressed,,,0
2004,K75,,,4-Jan,0.0,15771627.0,Suppressed,,,0
2004,K75,,1002-5,,0.0,3429452.0,Suppressed,,,0
2004,K76,,,14-May,0.0,40865917.0,Suppressed,,,0
2004,K76,,,4-Jan,0.0,15771627.0,Suppressed,,,0
2005,C22,,,,35080.0,886549797.0,5.94,,,0
2005,C22,,2106-3,,28068.0,714561285.0,5.89,,,0
2005,C22,M,,,22472.0,435591234.0,7.74,,,0
2005,C22,F,,,12608.0,450958563.0,4.19,,,0
2005,C22,,,75-84,9348.0,39224406.0,35.75,,,0
2005,C22,,,65-74,8146.0,56645091.0,21.57,,,0
2005,C22,,,55-64,7294.0,91924491.0,11.9,,,0
2005,C22,,,45-54,5198.0,127487712.0,6.12,,,0
2005,C22,,2054-5,,4458.0,117842193.0,5.67,,,0
2005,K76,,,,4355.0,295516599.0,1.47,,,0
2005,C22,,,85+,3962.0,14079897.0,42.21,,,0
2005,K76,,2106-3,,3679.0,238187095.0,1.54,,,0
2005,K76,M,,,2666.0,145197078.0,1.84,,,0
2005,C22,,A-PI,,2306.0,43483251.0,7.95,,,0
2005,K76,F,,,1689.0,150319521.0,1.12,,,0
2005,K76,,,55-64,1105.0,30641497.0,3.61,,,0
2005,K76,,,45-54,1095.0,42495904.0,2.58,,,0
2005,K75,,,,843.0,295516599.0,0.29,,,0
2005,K76,,,65-74,805.0,18881697.0,4.26,,,0
2005,C22,,,35-44,798.0,130516614.0,0.92,,,0
2005,K75,,2106-3,,685.0,238187095.0,0.29,,,0
2005,K76,,,75-84,622.0,13074802.0,4.76,,,0
2005,K76,,2054-5,,516.0,39280731.0,1.31,,,0
2005,K75,F,,,504.0,150319521.0,0.34,,,0
2005,K76,,,35-44,351.0,43505538.0,0.81,,,0
2005,K75,M,,,339.0,145197078.0,0.23,,,0
2005,C22,,1002-5,,243.0,10663068.0,3.49,,,0
2005,K76,,,85+,226.0,4693299.0,4.82,,,0
2005,K75,,,65-74,192.0,18881697.0,1.02,,,0
2005,K75,,,75-84,189.0,13074802.0,1.45,,,0
2005,C22,,,25-34,180.0,117775941.0,0.23,,,0
2005,K75,,,55-64,153.0,30641497.0,0.5,,,0
2005,K75,,,45-54,120.0,42495904.0,0.28,,,0
2005,K75,,2054-5,,113.0,39280731.0,0.29,,,0
2005,K75,,,85+,93.0,4693299.0,1.98,,,0
2005,K76,,A-PI,,85.0,14494417.0,0.59,,,0
2005,K76,,,25-34,80.0,39258647.0,0.2,,,0
2005,K76,,1002-5,,75.0,3554356.0,2.11,,,0
2005,C22,,,15-24,60.0,84892338.0,0.07,,,0
2005,K75,,,35-44,52.0,43505538.0,0.12,,,0
2005,C22,,,4-Jan,42.0,31826014.0,0.13,,,0
2005,K75,,A-PI,,34.0,14494417.0,0.23,,,0
2005,C22,,,14-May,32.0,81203292.0,Unreliable,,,0
2005,K76,,,1,29.0,4004393.0,0.72,,,0
2005,K75,,,25-34,20.0,39258647.0,0.05,,,0
2005,K76,,,15-24,18.0,42446169.0,Unreliable,,,0
2005,K75,,,15-24,15.0,42446169.0,Unreliable,,,0
2005,K76,,,4-Jan,12.0,15913007.0,Unreliable,,,0
2005,K75,,1002-5,,11.0,3554356.0,Unreliable,,,0
2005,K76,,,14-May,11.0,40601646.0,Unreliable,,,0
2005,C22,,,1,0.0,8008786.0,Suppressed,,,0
2005,C22,,,NS,0.0,0.0,Not Applicable,,,0
2005,K75,,,1,0.0,4004393.0,Suppressed,,,0
2005,K75,,,14-May,0.0,40601646.0,Suppressed,,,0
2005,K76,,,NS,0.0,0.0,Not Applicable,,,0
2006,C22,,,,35904.0,895139736.0,6.02,,,0
2006,C22,,2106-3,,28710.0,719415813.0,5.99,,,0
2006,C22,M,,,22926.0,439941795.0,7.82,,,0
2006,C22,F,,,12978.0,455197941.0,4.28,,,0
2006,C22,,,75-84,9270.0,39285453.0,35.39,,,0
2006,C22,,,65-74,8280.0,57609081.0,21.56,,,0
2006,C22,,,55-64,8108.0,95790339.0,12.7,,,0
2006,C22,,,45-54,5000.0,129858477.0,5.78,,,0
2006,K76,,,,4693.0,298379912.0,1.57,,,0
2006,C22,,2054-5,,4590.0,119571321.0,5.76,,,0
2006,C22,,,85+,4178.0,14597787.0,42.93,,,0
2006,K76,,2106-3,,3965.0,239805271.0,1.65,,,0
2006,K76,M,,,2832.0,146647265.0,1.93,,,0
2006,C22,,A-PI,,2314.0,45089553.0,7.7,,,0
2006,K76,F,,,1861.0,151732647.0,1.23,,,0
2006,K76,,,55-64,1318.0,31930113.0,4.13,,,0
2006,K76,,,45-54,1191.0,43286159.0,2.75,,,0
2006,K75,,,,894.0,298379912.0,0.3,,,0
2006,K76,,,65-74,828.0,19203027.0,4.31,,,0
2006,C22,,,35-44,754.0,129731403.0,0.87,,,0
2006,K75,,2106-3,,732.0,239805271.0,0.31,,,0
2006,K76,,,75-84,607.0,13095151.0,4.64,,,0
2006,K75,F,,,571.0,151732647.0,0.38,,,0
2006,K76,,2054-5,,560.0,39857107.0,1.41,,,0
2006,K76,,,35-44,379.0,43243801.0,0.88,,,0
2006,K75,M,,,323.0,146647265.0,0.22,,,0
2006,C22,,1002-5,,290.0,11063049.0,3.93,,,0
2006,K76,,,85+,224.0,4865929.0,4.6,,,0
2006,K75,,,75-84,212.0,13095151.0,1.62,,,0
2006,K75,,,65-74,210.0,19203027.0,1.09,,,0
2006,K75,,,55-64,186.0,31930113.0,0.58,,,0
2006,C22,,,25-34,179.0,118185537.0,0.23,,,0
2006,K75,,,45-54,129.0,43286159.0,0.3,,,0
2006,K75,,2054-5,,123.0,39857107.0,0.31,,,0
2006,K76,,1002-5,,86.0,3687683.0,2.33,,,0
2006,K76,,A-PI,,82.0,15029851.0,0.55,,,0
2006,K76,,,25-34,81.0,39395179.0,0.21,,,0
2006,K75,,,85+,72.0,4865929.0,1.48,,,0
2006,C22,,,15-24,63.0,128531532.0,0.07,,,0
2006,K75,,,35-44,47.0,43243801.0,0.11,,,0
2006,C22,,,14-May,32.0,81155652.0,Unreliable,,,0
2006,C22,,,4-Jan,30.0,31794290.0,Unreliable,,,0
2006,K75,,,25-34,23.0,39395179.0,0.06,,,0
2006,K75,,A-PI,,23.0,15029851.0,0.15,,,0
2006,K76,,,1,23.0,4041738.0,0.57,,,0
2006,K76,,,15-24,21.0,42843844.0,0.05,,,0
2006,K75,,1002-5,,16.0,3687683.0,Unreliable,,,0
2006,K76,,,4-Jan,13.0,15897145.0,Unreliable,,,0
2006,K75,,,15-24,11.0,42843844.0,Unreliable,,,0
2006,C22,,,1,0.0,8083476.0,Suppressed,,,0
2006,K75,,,14-May,0.0,40577826.0,Suppressed,,,0
2006,K76,,,14-May,0.0,40577826.0,Suppressed,,,0
2007,C22,,,,37164.0,903693621.0,6.17,,,0
2007,C22,,2106-3,,29804.0,724172484.0,6.17,,,0
2007,C22,M,,,24026.0,444194562.0,8.11,,,0
2007,C22,F,,,13138.0,459499059.0,4.29,,,0
2007,C22,,,75-84,9510.0,39262317.0,36.33,,,0
2007,C22,,,55-64,8716.0,99385302.0,13.15,,,0
2007,C22,,,65-74,8354.0,59096181.0,21.2,,,0
2007,C22,,,45-54,5176.0,131819817.0,5.89,,,0
2007,K76,,,,5042.0,301231207.0,1.67,,,0
2007,C22,,2054-5,,4722.0,121353324.0,5.84,,,0
2007,K76,,2106-3,,4251.0,241390828.0,1.76,,,0
2007,C22,,,85+,4248.0,15118635.0,42.15,,,0
2007,K76,M,,,2974.0,148064854.0,2.01,,,0
2007,C22,,A-PI,,2316.0,46678119.0,7.44,,,0
2007,K76,F,,,2068.0,153166353.0,1.35,,,0
2007,K76,,,55-64,1412.0,33128434.0,4.26,,,0
2007,K76,,,45-54,1208.0,43939939.0,2.75,,,0
2007,K76,,,65-74,936.0,19698727.0,4.75,,,0
2007,K75,,,,916.0,301231207.0,0.3,,,0
2007,C22,,,35-44,796.0,128388690.0,0.93,,,0
2007,K75,,2106-3,,732.0,241390828.0,0.3,,,0
2007,K76,,,75-84,694.0,13087439.0,5.3,,,0
2007,K75,F,,,604.0,153166353.0,0.39,,,0
2007,K76,,2054-5,,594.0,40451108.0,1.47,,,0
2007,K76,,,35-44,363.0,42796230.0,0.85,,,0
2007,C22,,1002-5,,322.0,11489694.0,4.2,,,0
